'7T08BV08', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'RWOWWMEY', '0', '4', 'http://www.wikidata.org/prop/direct/P2354'
'TB0K777K', '0', '1', 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P460', 1, 'http://www.wikidata.org/prop/direct/P1889', 1
'TB0K777K', '0', '2'
'TB0K777K', '0', '3', 'http://www.wikidata.org/prop/direct/P1889'
'TB0K777K', '0', '4', 'http://www.wikidata.org/prop/direct/P2354'
'5IJU0MA0', '0', '1', 'http://www.wikidata.org/prop/direct/P460', 12, 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P460', 12, 'http://www.wikidata.org/prop/direct/P1533', 1, 'http://www.wikidata.org/prop/direct/P1889', 1
'5IJU0MA0', '0', '2', 'http://www.wikidata.org/prop/direct/P282'
'5IJU0MA0', '0', '3', 'http://www.wikidata.org/prop/direct/P1889', 4, 'http://www.wikidata.org/prop/direct/P1533', 1, 'http://www.wikidata.org/prop/direct/P1889', 4
'5IJU0MA0', '0', '4', 'http://www.wikidata.org/prop/direct/P2354'
'W7DYOBHZ', '0', '1', 'http://www.wikidata.org/prop/direct/P837'
'W7DYOBHZ', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'W7DYOBHZ', '0', '3', 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/P2257', 3
'W7DYOBHZ', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'ADT0CZM5', '0', '1', 'http://www.wikidata.org/prop/direct/P664'
'ADT0CZM5', '0', '2', 'http://www.wikidata.org/prop/direct/P279'
'ADT0CZM5', '0', '3', 'http://www.wikidata.org/prop/P1451', 1, 'http://www.wikidata.org/prop/P1451', 1, 'http://www.wikidata.org/prop/P571', 1
'ADT0CZM5', '0', '4', 'http://www.wikidata.org/prop/direct/P276'
'QSOTKDE1', '0', '1'
'QSOTKDE1', '0', '2'
'QSOTKDE1', '0', '3'
'QSOTKDE1', '0', '4'
'L8HSDDNR', '0', '1'
'L8HSDDNR', '0', '2'
'L8HSDDNR', '0', '3'
'L8HSDDNR', '0', '4'
'QPKO7FF6', '0', '1'
'QPKO7FF6', '0', '2'
'QPKO7FF6', '0', '3'
'CJIGRJNN', '0', '1'
'CJIGRJNN', '0', '2'
'CJIGRJNN', '0', '3'
'IXJ323OA', '0', '1'
'IXJ323OA', '0', '2'
'IXJ323OA', '0', '3'
'XHTN9JRK', '0', '1', 'http://www.wikidata.org/prop/P571', 10, 'http://www.wikidata.org/prop/P577', 4, 'http://www.wikidata.org/prop/P571', 10
'XHTN9JRK', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'XHTN9JRK', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'MSMR5EK4', '0', '1', 'http://www.wikidata.org/prop/P571'
'MSMR5EK4', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'MSMR5EK4', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'EVF40QNS', '0', '1', 'http://www.wikidata.org/prop/P571'
'EVF40QNS', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'EVF40QNS', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'7LIEYVYC', '0', '1', 'http://www.wikidata.org/prop/P571'
'7LIEYVYC', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'7LIEYVYC', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'CN3BO0Q1', '0', '1', 'http://www.wikidata.org/prop/P571'
'CN3BO0Q1', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'CN3BO0Q1', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'VZOHXNCP', '0', '1', 'http://www.wikidata.org/prop/P577', 7, 'http://www.wikidata.org/prop/P577', 7, 'http://www.wikidata.org/prop/direct/P86', 1
'VZOHXNCP', '0', '2', 'http://www.wikidata.org/prop/direct/P826'
'VZOHXNCP', '0', '3', 'http://www.wikidata.org/prop/direct/P870'
'ZKZ6K7S8', '0', '1', 'http://www.wikidata.org/prop/P577', 8, 'http://www.wikidata.org/prop/P577', 8, 'http://www.wikidata.org/prop/direct/P86', 1
'ZKZ6K7S8', '0', '2', 'http://www.wikidata.org/prop/direct/P826'
'ZKZ6K7S8', '0', '3', 'http://www.wikidata.org/prop/direct/P870'
'W1TE21Q0', '0', '1', 'http://www.wikidata.org/prop/P577', 4, 'http://www.wikidata.org/prop/P577', 4, 'http://www.wikidata.org/prop/direct/P86', 1
'W1TE21Q0', '0', '2', 'http://www.wikidata.org/prop/direct/P826'
'W1TE21Q0', '0', '3', 'http://www.wikidata.org/prop/direct/P870'
'FN9YZC1H', '0', '1'
'FN9YZC1H', '0', '2', 'http://www.wikidata.org/prop/direct/P826'
'FN9YZC1H', '0', '3', 'http://www.wikidata.org/prop/direct/P870'
'D9C5FKXJ', '0', '1', 'http://www.wikidata.org/prop/P577'
'D9C5FKXJ', '0', '2', 'http://www.wikidata.org/prop/direct/P826'
'D9C5FKXJ', '0', '3', 'http://www.wikidata.org/prop/direct/P870'
'I8AV93Z4', '0', '1', 'http://www.wikidata.org/prop/P577'
'I8AV93Z4', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'I8AV93Z4', '0', '3', 'http://www.wikidata.org/prop/direct/P50'
'I8AV93Z4', '0', '4', 'http://www.wikidata.org/prop/direct/P136'
'ZNOH0VJ3', '0', '1', 'http://www.wikidata.org/prop/direct/P495', 7, 'http://www.wikidata.org/prop/direct/P364', 2, 'http://www.wikidata.org/prop/direct/P495', 7, 'http://www.wikidata.org/prop/direct/P407', 5
'ZNOH0VJ3', '0', '2', 'http://www.wikidata.org/prop/P1104', 5, 'http://www.wikidata.org/prop/P1104', 5, 'http://www.wikidata.org/prop/direct/P361', 2, 'http://www.wikidata.org/prop/direct/P527', 2, 'http://www.wikidata.org/prop/direct/P144', 2, 'http://www.wikidata.org/prop/direct/P1889', 2
'ZNOH0VJ3', '0', '3', 'http://www.wikidata.org/prop/direct/P495'
'PP725BY2', '0', '1', 'http://www.wikidata.org/prop/direct/P1454'
'PP725BY2', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'PP725BY2', '0', '3', 'http://www.wikidata.org/prop/P571', 5, 'http://www.wikidata.org/prop/direct/P361', 4, 'http://www.wikidata.org/prop/P571', 5
'CM35YYGJ', '0', '1', 'http://www.wikidata.org/prop/direct/P1454'
'CM35YYGJ', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'CM35YYGJ', '0', '3', 'http://www.wikidata.org/prop/P571'
'LZEMFLPD', '0', '1', 'http://www.wikidata.org/prop/direct/P112'
'LZEMFLPD', '0', '2', 'http://www.wikidata.org/prop/direct/P31', 11, 'http://www.wikidata.org/prop/direct/P31', 11, 'http://www.wikidata.org/prop/direct/P1454', 11
'LZEMFLPD', '0', '3', 'http://www.wikidata.org/prop/direct/P31', 11, 'http://www.wikidata.org/prop/direct/P31', 11, 'http://www.wikidata.org/prop/direct/P1454', 11
'9N0U1B7H', '0', '1', 'http://www.wikidata.org/prop/direct/P112'
'9N0U1B7H', '0', '2', 'http://www.wikidata.org/prop/direct/P31', 13, 'http://www.wikidata.org/prop/direct/P31', 13, 'http://www.wikidata.org/prop/direct/P1454', 13
'9N0U1B7H', '0', '3', 'http://www.wikidata.org/prop/direct/P31', 13, 'http://www.wikidata.org/prop/direct/P31', 13, 'http://www.wikidata.org/prop/direct/P1454', 13
'Y2MTYT4Q', '0', '1', 'http://www.wikidata.org/prop/direct/P112', 3, 'http://www.wikidata.org/prop/direct/P112', 3, 'http://www.wikidata.org/prop/direct/P1889', 1
'Y2MTYT4Q', '0', '2', 'http://www.wikidata.org/prop/direct/P31', 6, 'http://www.wikidata.org/prop/direct/P31', 6, 'http://www.wikidata.org/prop/direct/P1454', 6
'Y2MTYT4Q', '0', '3', 'http://www.wikidata.org/prop/direct/P31', 6, 'http://www.wikidata.org/prop/direct/P31', 6, 'http://www.wikidata.org/prop/direct/P1454', 6
'G9H39BSK', '0', '1', 'http://www.wikidata.org/prop/direct/P112'
'G9H39BSK', '0', '2', 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P1454', 3
'G9H39BSK', '0', '3', 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P1454', 3
'6HH78BP5', '0', '1', 'http://www.wikidata.org/prop/direct/P112', 3, 'http://www.wikidata.org/prop/direct/P112', 3, 'http://www.wikidata.org/prop/direct/P488', 1
'6HH78BP5', '0', '2', 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P1454', 3
'6HH78BP5', '0', '3', 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P1454', 3
'BY9XDBPT', '0', '1', 'http://www.wikidata.org/prop/direct/P159'
'BY9XDBPT', '0', '2', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P1454', 1, 'http://www.wikidata.org/prop/P571', 3
'BY9XDBPT', '0', '3', 'http://www.wikidata.org/prop/direct/P101'
'BY9XDBPT', '0', '4', 'http://www.wikidata.org/prop/direct/P17'
'C0K68C3W', '0', '1', 'http://www.wikidata.org/prop/direct/P159'
'C0K68C3W', '0', '2', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P1454', 1, 'http://www.wikidata.org/prop/P571', 3
'C0K68C3W', '0', '3', 'http://www.wikidata.org/prop/direct/P101'
'C0K68C3W', '0', '4', 'http://www.wikidata.org/prop/direct/P17'
'41L8604M', '0', '1', 'http://www.wikidata.org/prop/direct/P159'
'41L8604M', '0', '2', 'http://www.wikidata.org/prop/P571'
'41L8604M', '0', '3', 'http://www.wikidata.org/prop/direct/P101'
'41L8604M', '0', '4', 'http://www.wikidata.org/prop/direct/P17'
'YKTM9H31', '0', '1', 'http://www.wikidata.org/prop/direct/P159'
'YKTM9H31', '0', '2', 'http://www.wikidata.org/prop/P571'
'YKTM9H31', '0', '3', 'http://www.wikidata.org/prop/direct/P101'
'YKTM9H31', '0', '4', 'http://www.wikidata.org/prop/direct/P17'
'R6HI677J', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'R6HI677J', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'R6HI677J', '0', '3', 'http://www.wikidata.org/prop/direct/P138'
'AI2VPARI', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'AI2VPARI', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'AI2VPARI', '0', '3', 'http://www.wikidata.org/prop/direct/P138'
'DX0126WM', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'DX0126WM', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'DX0126WM', '0', '3', 'http://www.wikidata.org/prop/direct/P138'
'JEZT9TGQ', '0', '1', 'http://www.wikidata.org/prop/direct/P155', 2, 'http://www.wikidata.org/prop/P580', 1, 'http://www.wikidata.org/prop/direct/P155', 2, 'http://www.wikidata.org/prop/direct/P527', 1
'JEZT9TGQ', '0', '2', 'http://www.wikidata.org/prop/direct/P156', 1, 'http://www.wikidata.org/prop/direct/P156', 1, 'http://www.wikidata.org/prop/direct/P527', 1, 'http://www.wikidata.org/prop/P582', 1
'JEZT9TGQ', '0', '3', 'http://www.wikidata.org/prop/direct/P155'
'JEZT9TGQ', '0', '4', 'http://www.wikidata.org/prop/direct/P527'
'Z0EO84P2', '0', '1', 'http://www.wikidata.org/prop/direct/P37', 3, 'http://www.wikidata.org/prop/direct/P37', 3, 'http://www.wikidata.org/prop/direct/P156', 1, 'http://www.wikidata.org/prop/direct/P2936', 2, 'http://www.wikidata.org/prop/direct/P17', 2
'Z0EO84P2', '0', '2', 'http://www.wikidata.org/prop/direct/P156'
'Z0EO84P2', '0', '3', 'http://www.wikidata.org/prop/P576', 3, 'http://www.wikidata.org/prop/direct/P237', 1, 'http://www.wikidata.org/prop/direct/P156', 1, 'http://www.wikidata.org/prop/P576', 3, 'http://www.wikidata.org/prop/P31', 2, 'http://www.wikidata.org/prop/direct/P35', 1, 'http://www.wikidata.org/prop/P582', 1, 'http://www.wikidata.org/prop/direct/P17', 1
'Z0EO84P2', '0', '4', 'http://www.wikidata.org/prop/direct/P36'
'1MH5FIGX', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'1MH5FIGX', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'1MH5FIGX', '0', '3', 'http://www.wikidata.org/prop/P571'
'1MH5FIGX', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'87NUN2JM', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'87NUN2JM', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'87NUN2JM', '0', '3', 'http://www.wikidata.org/prop/P571'
'87NUN2JM', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'1AJIDYV8', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'1AJIDYV8', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'1AJIDYV8', '0', '3', 'http://www.wikidata.org/prop/P571'
'1AJIDYV8', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'ES0DJ5V1', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'ES0DJ5V1', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'ES0DJ5V1', '0', '3', 'http://www.wikidata.org/prop/P571'
'ES0DJ5V1', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'YLQ02M3L', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'YLQ02M3L', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'YLQ02M3L', '0', '3', 'http://www.wikidata.org/prop/P571'
'YLQ02M3L', '0', '4', 'http://www.wikidata.org/prop/direct/P131'
'ZLFMLZFT', '0', '1', 'http://www.wikidata.org/prop/direct/P127'
'ZLFMLZFT', '0', '2', 'http://www.wikidata.org/prop/direct/P641'
'ZLFMLZFT', '0', '3', 'http://www.wikidata.org/prop/direct/P276', 3, 'http://www.wikidata.org/prop/direct/P127', 1, 'http://www.wikidata.org/prop/direct/P276', 3
'E7SYSDB1', '0', '1', 'http://www.wikidata.org/prop/direct/P127', 14, 'http://www.wikidata.org/prop/direct/P127', 14, 'http://www.wikidata.org/prop/direct/P137', 4
'E7SYSDB1', '0', '2', 'http://www.wikidata.org/prop/direct/P641'
'E7SYSDB1', '0', '3', 'http://www.wikidata.org/prop/direct/P276'
'0E9GMEV1', '0', '1', 'http://www.wikidata.org/prop/direct/P127', 3, 'http://www.wikidata.org/prop/direct/P127', 3, 'http://www.wikidata.org/prop/direct/P131', 1
'0E9GMEV1', '0', '2', 'http://www.wikidata.org/prop/direct/P641'
'0E9GMEV1', '0', '3', 'http://www.wikidata.org/prop/direct/P276'
'CGP0O9BS', '0', '1', 'http://www.wikidata.org/prop/direct/P127'
'CGP0O9BS', '0', '2', 'http://www.wikidata.org/prop/direct/P641'
'CGP0O9BS', '0', '3', 'http://www.wikidata.org/prop/direct/P276'
'QQ0IIMK5', '0', '1', 'http://www.wikidata.org/prop/direct/P466', 6, 'http://www.wikidata.org/prop/direct/P137', 4, 'http://www.wikidata.org/prop/direct/P466', 6, 'http://www.wikidata.org/prop/direct/P127', 2
'QQ0IIMK5', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'QQ0IIMK5', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'QQ0IIMK5', '0', '4', 'http://www.wikidata.org/prop/direct/P137', 9, 'http://www.wikidata.org/prop/direct/P137', 9, 'http://www.wikidata.org/prop/direct/P466', 4, 'http://www.wikidata.org/prop/direct/P127', 5
'30PLNEKQ', '0', '1', 'http://www.wikidata.org/prop/direct/P137', 5, 'http://www.wikidata.org/prop/direct/P127', 4, 'http://www.wikidata.org/prop/direct/P137', 5, 'http://www.wikidata.org/prop/direct/P466', 5
'30PLNEKQ', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'30PLNEKQ', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'30PLNEKQ', '0', '4', 'http://www.wikidata.org/prop/direct/P137', 5, 'http://www.wikidata.org/prop/direct/P127', 4, 'http://www.wikidata.org/prop/direct/P137', 5, 'http://www.wikidata.org/prop/direct/P466', 5
'8N3SMGE0', '0', '1', 'http://www.wikidata.org/prop/direct/P466', 3, 'http://www.wikidata.org/prop/direct/P137', 1, 'http://www.wikidata.org/prop/direct/P466', 3
'8N3SMGE0', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'8N3SMGE0', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'8N3SMGE0', '0', '4', 'http://www.wikidata.org/prop/direct/P137', 3, 'http://www.wikidata.org/prop/direct/P127', 2, 'http://www.wikidata.org/prop/direct/P466', 1, 'http://www.wikidata.org/prop/direct/P137', 3, 'http://www.wikidata.org/prop/direct/P276', 1
'IUI1C33R', '0', '1', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P1619', 2
'IUI1C33R', '0', '2', 'http://www.wikidata.org/prop/P1619', 3, 'http://www.wikidata.org/prop/P571', 2, 'http://www.wikidata.org/prop/P1619', 3
'IUI1C33R', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'L0GPA520', '0', '1', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P1619', 1
'L0GPA520', '0', '2', 'http://www.wikidata.org/prop/P1619', 3, 'http://www.wikidata.org/prop/P571', 1, 'http://www.wikidata.org/prop/P1619', 3
'L0GPA520', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'898WGB8C', '0', '1'
'898WGB8C', '0', '2'
'898WGB8C', '0', '3'
'UGO9KSR8', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'UGO9KSR8', '0', '2', 'http://www.wikidata.org/prop/P569'
'UGO9KSR8', '0', '3', 'http://www.wikidata.org/prop/P570'
'DPLTZ0PS', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'DPLTZ0PS', '0', '2', 'http://www.wikidata.org/prop/P569'
'DPLTZ0PS', '0', '3', 'http://www.wikidata.org/prop/P570'
'8DICEYJX', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'8DICEYJX', '0', '2', 'http://www.wikidata.org/prop/P569'
'8DICEYJX', '0', '3', 'http://www.wikidata.org/prop/P570'
'AQ82WLVF', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'AQ82WLVF', '0', '2', 'http://www.wikidata.org/prop/P569'
'AQ82WLVF', '0', '3', 'http://www.wikidata.org/prop/P570'
'NGF6C4W6', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'NGF6C4W6', '0', '2', 'http://www.wikidata.org/prop/direct/P47'
'NGF6C4W6', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'NGF6C4W6', '0', '4', 'http://www.wikidata.org/prop/P571'
'XB4Z61XY', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'XB4Z61XY', '0', '2', 'http://www.wikidata.org/prop/direct/P47'
'XB4Z61XY', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'XB4Z61XY', '0', '4', 'http://www.wikidata.org/prop/P571'
'T49FW100', '0', '1', 'http://www.wikidata.org/prop/P2044'
'T49FW100', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'T49FW100', '0', '3', 'http://www.wikidata.org/prop/P2046'
'D9O3N5OO', '0', '1', 'http://www.wikidata.org/prop/P2044'
'D9O3N5OO', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'D9O3N5OO', '0', '3', 'http://www.wikidata.org/prop/P2046'
'KXDG9P0R', '0', '1', 'http://www.wikidata.org/prop/P2044'
'KXDG9P0R', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'KXDG9P0R', '0', '3', 'http://www.wikidata.org/prop/P2046'
'J7AKHW0Q', '0', '1', 'http://www.wikidata.org/prop/P2044'
'J7AKHW0Q', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'J7AKHW0Q', '0', '3', 'http://www.wikidata.org/prop/P2046'
'7RYPHPYQ', '0', '1', 'http://www.wikidata.org/prop/P2044'
'7RYPHPYQ', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'7RYPHPYQ', '0', '3', 'http://www.wikidata.org/prop/P2046'
'3NE1HD6Z', '0', '1', 'http://www.wikidata.org/prop/direct/P115'
'3NE1HD6Z', '0', '2', 'http://www.wikidata.org/prop/P571'
'3NE1HD6Z', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'3NE1HD6Z', '0', '4', 'http://www.wikidata.org/prop/direct/P118'
'3NE1HD6Z', '0', '5', 'http://www.wikidata.org/prop/direct/P159', 7, 'http://www.wikidata.org/prop/direct/P138', 5, 'http://www.wikidata.org/prop/direct/P159', 7
'3NE1HD6Z', '0', '6', 'http://www.wikidata.org/prop/direct/P1344'
'3NE1HD6Z', '0', '7', 'http://www.wikidata.org/prop/direct/P17'
'V69TH0IG', '0', '1', 'http://www.wikidata.org/prop/direct/P115'
'V69TH0IG', '0', '2', 'http://www.wikidata.org/prop/P571'
'V69TH0IG', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'V69TH0IG', '0', '4', 'http://www.wikidata.org/prop/direct/P118'
'V69TH0IG', '0', '5', 'http://www.wikidata.org/prop/direct/P159', 15, 'http://www.wikidata.org/prop/direct/P138', 9, 'http://www.wikidata.org/prop/direct/P159', 15
'V69TH0IG', '0', '6', 'http://www.wikidata.org/prop/direct/P1344'
'V69TH0IG', '0', '7', 'http://www.wikidata.org/prop/direct/P17'
'84ONEA9S', '0', '1', 'http://www.wikidata.org/prop/direct/P115'
'84ONEA9S', '0', '2', 'http://www.wikidata.org/prop/P571'
'84ONEA9S', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'84ONEA9S', '0', '4', 'http://www.wikidata.org/prop/direct/P118'
'84ONEA9S', '0', '5', 'http://www.wikidata.org/prop/direct/P159'
'84ONEA9S', '0', '6', 'http://www.wikidata.org/prop/direct/P1344'
'84ONEA9S', '0', '7', 'http://www.wikidata.org/prop/direct/P17'
'3S2QNPPZ', '0', '1', 'http://www.wikidata.org/prop/direct/P118'
'3S2QNPPZ', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'3S2QNPPZ', '0', '3', 'http://www.wikidata.org/prop/direct/P115'
'3S2QNPPZ', '0', '4', 'http://www.wikidata.org/prop/direct/P641'
'OVF716IH', '0', '1', 'http://www.wikidata.org/prop/direct/P118', 3, 'http://www.wikidata.org/prop/direct/P361', 1, 'http://www.wikidata.org/prop/direct/P118', 3
'OVF716IH', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'OVF716IH', '0', '3', 'http://www.wikidata.org/prop/direct/P115'
'OVF716IH', '0', '4', 'http://www.wikidata.org/prop/direct/P641'
'4R51FP75', '0', '1', 'http://www.wikidata.org/prop/direct/P118', 3, 'http://www.wikidata.org/prop/direct/P361', 1, 'http://www.wikidata.org/prop/direct/P118', 3
'4R51FP75', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'4R51FP75', '0', '3', 'http://www.wikidata.org/prop/direct/P115'
'4R51FP75', '0', '4', 'http://www.wikidata.org/prop/direct/P641'
'5LQCLG04', '0', '1', 'http://www.wikidata.org/prop/direct/P118'
'5LQCLG04', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'5LQCLG04', '0', '3', 'http://www.wikidata.org/prop/direct/P115'
'5LQCLG04', '0', '4', 'http://www.wikidata.org/prop/direct/P641'
'G75EBXY9', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'G75EBXY9', '0', '2', 'http://www.wikidata.org/prop/direct/P1344'
'G75EBXY9', '0', '3', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/direct/P118', 2
'RLKZRAW8', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'RLKZRAW8', '0', '2', 'http://www.wikidata.org/prop/direct/P1344'
'RLKZRAW8', '0', '3', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/direct/P118', 3, 'http://www.wikidata.org/prop/P115', 1
'ZANJMXBQ', '0', '1', 'http://www.wikidata.org/prop/direct/P421'
'ZANJMXBQ', '0', '2', 'http://www.wikidata.org/prop/P1082'
'ZANJMXBQ', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'888UC2KS', '0', '1', 'http://www.wikidata.org/prop/P4080'
'888UC2KS', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'888UC2KS', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'622WNIG7', '0', '1', 'http://www.wikidata.org/prop/P4080'
'622WNIG7', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'622WNIG7', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'YT7VWFDN', '0', '1', 'http://www.wikidata.org/prop/P4080'
'YT7VWFDN', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'YT7VWFDN', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'HROD68ZE', '0', '1', 'http://www.wikidata.org/prop/P4080', 3, 'http://www.wikidata.org/prop/P4080', 3, 'http://www.wikidata.org/prop/direct/P131', 1
'HROD68ZE', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'HROD68ZE', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'JYNNETFJ', '0', '1', 'http://www.wikidata.org/prop/direct/P206', 12, 'http://www.wikidata.org/prop/direct/P206', 12, 'http://www.wikidata.org/prop/direct/P131', 9
'JYNNETFJ', '0', '2', 'http://www.wikidata.org/prop/direct/P47'
'JYNNETFJ', '0', '3', 'http://www.wikidata.org/prop/direct/P1889', 52, 'http://www.wikidata.org/prop/direct/P138', 6, 'http://www.wikidata.org/prop/direct/P527', 8, 'http://www.wikidata.org/prop/direct/P131', 4, 'http://www.wikidata.org/prop/direct/P1889', 52
'EJ4XUIKJ', '0', '1', 'http://www.wikidata.org/prop/direct/P206'
'EJ4XUIKJ', '0', '2', 'http://www.wikidata.org/prop/direct/P47'
'EJ4XUIKJ', '0', '3', 'http://www.wikidata.org/prop/direct/P1889', 14, 'http://www.wikidata.org/prop/direct/P138', 2, 'http://www.wikidata.org/prop/direct/P527', 2, 'http://www.wikidata.org/prop/direct/P131', 1, 'http://www.wikidata.org/prop/direct/P1889', 14
'G926KETU', '0', '1', 'http://www.wikidata.org/prop/direct/P206', 3, 'http://www.wikidata.org/prop/direct/P206', 3, 'http://www.wikidata.org/prop/direct/P131', 2
'G926KETU', '0', '2', 'http://www.wikidata.org/prop/direct/P47'
'G926KETU', '0', '3', 'http://www.wikidata.org/prop/direct/P1889', 6, 'http://www.wikidata.org/prop/direct/P138', 1, 'http://www.wikidata.org/prop/direct/P527', 1, 'http://www.wikidata.org/prop/direct/P131', 2, 'http://www.wikidata.org/prop/direct/P1889', 6
'5N25LRA7', '0', '1', 'http://www.wikidata.org/prop/direct/P127', 3, 'http://www.wikidata.org/prop/direct/P749', 1, 'http://www.wikidata.org/prop/direct/P127', 3, 'http://www.wikidata.org/prop/direct/P17', 1
'5N25LRA7', '0', '2', 'http://www.wikidata.org/prop/direct/P1454'
